Tempo em min:sec,Temperatura desejada do tanque,Temperatura atual do tanque,Nivel desejado do tanque,Nivel atual do Tanque
00:07.33,30.000000,20.639823,1.500000,1.947690
00:07.34,30.000000,20.639823,1.500000,1.947690
00:07.35,30.000000,20.639823,1.500000,1.947690
00:07.36,30.000000,20.639823,1.500000,1.947690
00:07.37,30.000000,20.648442,1.500000,1.947130
00:07.38,30.000000,20.648442,1.500000,1.947130
00:07.39,30.000000,20.648442,1.500000,1.947130
00:07.40,30.000000,20.648442,1.500000,1.947130
00:07.41,30.000000,20.648442,1.500000,1.947130
00:07.42,30.000000,20.648442,1.500000,1.947130
00:07.43,30.000000,20.648442,1.500000,1.947130
00:07.44,30.000000,20.648442,1.500000,1.947130
00:07.45,30.000000,20.648442,1.500000,1.947130
00:07.46,30.000000,20.648442,1.500000,1.947130
00:07.47,30.000000,20.657057,1.500000,1.946570
00:07.48,30.000000,20.657057,1.500000,1.946570
00:07.49,30.000000,20.657057,1.500000,1.946570
00:07.50,30.000000,20.657057,1.500000,1.946570
00:07.51,30.000000,20.657057,1.500000,1.946570
00:07.52,30.000000,20.657057,1.500000,1.946570
00:07.53,30.000000,20.657057,1.500000,1.946570
00:07.54,30.000000,20.657057,1.500000,1.946570
00:07.55,30.000000,20.657057,1.500000,1.946570
00:07.56,30.000000,20.657057,1.500000,1.946570
00:07.57,30.000000,20.665666,1.500000,1.946012
00:07.58,30.000000,20.665666,1.500000,1.946012
00:07.59,30.000000,20.665666,1.500000,1.946012
00:07.60,30.000000,20.665666,1.500000,1.946012
00:07.61,30.000000,20.665666,1.500000,1.946012
00:07.62,30.000000,20.665666,1.500000,1.946012
00:07.63,30.000000,20.665666,1.500000,1.946012
00:07.64,30.000000,20.665666,1.500000,1.946012
00:07.65,30.000000,20.665666,1.500000,1.946012
00:07.66,30.000000,20.665666,1.500000,1.946012
00:07.67,30.000000,20.674269,1.500000,1.945454
00:07.68,30.000000,20.674269,1.500000,1.945454
00:07.69,30.000000,20.674269,1.500000,1.945454
00:07.70,30.000000,20.674269,1.500000,1.945454
00:07.71,30.000000,20.674269,1.500000,1.945454
00:07.72,30.000000,20.674269,1.500000,1.945454
00:07.73,30.000000,20.674269,1.500000,1.945454
00:07.74,30.000000,20.674269,1.500000,1.945454
00:07.75,30.000000,20.674269,1.500000,1.945454
00:07.76,30.000000,20.674269,1.500000,1.945454
00:07.77,30.000000,20.682867,1.500000,1.944897
00:07.78,30.000000,20.682867,1.500000,1.944897
00:07.79,30.000000,20.682867,1.500000,1.944897
00:07.80,30.000000,20.682867,1.500000,1.944897
00:07.81,30.000000,20.682867,1.500000,1.944897
00:07.82,30.000000,20.682867,1.500000,1.944897
00:07.83,30.000000,20.682867,1.500000,1.944897
00:07.84,30.000000,20.682867,1.500000,1.944897
00:07.85,30.000000,20.682867,1.500000,1.944897
00:07.86,30.000000,20.682867,1.500000,1.944897
00:07.87,30.000000,20.691459,1.500000,1.944340
00:07.88,30.000000,20.691459,1.500000,1.944340
00:07.89,30.000000,20.691459,1.500000,1.944340
00:07.90,30.000000,20.691459,1.500000,1.944340
00:07.91,30.000000,20.691459,1.500000,1.944340
00:07.92,30.000000,20.691459,1.500000,1.944340
00:07.93,30.000000,20.691459,1.500000,1.944340
00:07.94,30.000000,20.691459,1.500000,1.944340
00:07.95,30.000000,20.691459,1.500000,1.944340
00:07.96,30.000000,20.691459,1.500000,1.944340
00:07.97,30.000000,20.700046,1.500000,1.943784
00:07.98,30.000000,20.700046,1.500000,1.943784
00:07.99,30.000000,20.700046,1.500000,1.943784
00:08.00,30.000000,20.700046,1.500000,1.943784
00:08.01,30.000000,20.700046,1.500000,1.943784
00:08.02,30.000000,20.700046,1.500000,1.943784
00:08.03,30.000000,20.700046,1.500000,1.943784
00:08.04,30.000000,20.700046,1.500000,1.943784
00:08.05,30.000000,20.700046,1.500000,1.943784
00:08.06,30.000000,20.700046,1.500000,1.943784
00:08.07,30.000000,20.708628,1.500000,1.943229
00:08.08,30.000000,20.708628,1.500000,1.943229
00:08.09,30.000000,20.708628,1.500000,1.943229
00:08.10,30.000000,20.708628,1.500000,1.943229
00:08.11,30.000000,20.708628,1.500000,1.943229
00:08.12,30.000000,20.708628,1.500000,1.943229
00:08.13,30.000000,20.708628,1.500000,1.943229
00:08.14,30.000000,20.708628,1.500000,1.943229
00:08.15,30.000000,20.708628,1.500000,1.943229
00:08.16,30.000000,20.708628,1.500000,1.943229
00:08.17,30.000000,20.717204,1.500000,1.942675
00:08.18,30.000000,20.717204,1.500000,1.942675
00:08.19,30.000000,20.717204,1.500000,1.942675
00:08.20,30.000000,20.717204,1.500000,1.942675
00:08.21,30.000000,20.717204,1.500000,1.942675
00:08.22,30.000000,20.717204,1.500000,1.942675
00:08.23,30.000000,20.717204,1.500000,1.942675
00:08.24,30.000000,20.717204,1.500000,1.942675
00:08.25,30.000000,20.717204,1.500000,1.942675
00:08.26,30.000000,20.717204,1.500000,1.942675
00:08.27,30.000000,20.725775,1.500000,1.942121
00:08.28,30.000000,20.725775,1.500000,1.942121
00:08.29,30.000000,20.725775,1.500000,1.942121
00:08.30,30.000000,20.725775,1.500000,1.942121
00:08.31,30.000000,20.725775,1.500000,1.942121
00:08.32,30.000000,20.725775,1.500000,1.942121
00:08.33,30.000000,20.725775,1.500000,1.942121
00:08.34,30.000000,20.725775,1.500000,1.942121
00:08.35,30.000000,20.725775,1.500000,1.942121
00:08.36,30.000000,20.725775,1.500000,1.942121
00:08.37,30.000000,20.734340,1.500000,1.941568
00:08.38,30.000000,20.734340,1.500000,1.941568
00:08.39,30.000000,20.734340,1.500000,1.941568
00:08.40,30.000000,20.734340,1.500000,1.941568
00:08.41,30.000000,20.734340,1.500000,1.941568
00:08.42,30.000000,20.734340,1.500000,1.941568
00:08.43,30.000000,20.734340,1.500000,1.941568
00:08.44,30.000000,20.734340,1.500000,1.941568
00:08.45,30.000000,20.734340,1.500000,1.941568
00:08.46,30.000000,20.734340,1.500000,1.941568
00:08.47,30.000000,20.742899,1.500000,1.941016
00:08.48,30.000000,20.742899,1.500000,1.941016
00:08.49,30.000000,20.742899,1.500000,1.941016
00:08.50,30.000000,20.742899,1.500000,1.941016
00:08.51,30.000000,20.742899,1.500000,1.941016
00:08.52,30.000000,20.742899,1.500000,1.941016
00:08.53,30.000000,20.742899,1.500000,1.941016
00:08.54,30.000000,20.742899,1.500000,1.941016
00:08.55,30.000000,20.742899,1.500000,1.941016
00:08.56,30.000000,20.742899,1.500000,1.941016
00:08.57,30.000000,20.751453,1.500000,1.940464
00:08.58,30.000000,20.751453,1.500000,1.940464
00:08.59,30.000000,20.751453,1.500000,1.940464
00:08.60,30.000000,20.751453,1.500000,1.940464
00:08.61,30.000000,20.751453,1.500000,1.940464
00:08.62,30.000000,20.751453,1.500000,1.940464
00:08.63,30.000000,20.751453,1.500000,1.940464
00:08.64,30.000000,20.751453,1.500000,1.940464
00:08.65,30.000000,20.751453,1.500000,1.940464
00:08.66,30.000000,20.751453,1.500000,1.939913
00:08.67,30.000000,20.760002,1.500000,1.939913
00:08.68,30.000000,20.760002,1.500000,1.939913
00:08.69,30.000000,20.760002,1.500000,1.939913
00:08.70,30.000000,20.760002,1.500000,1.939913
00:08.71,30.000000,20.760002,1.500000,1.939913
00:08.72,30.000000,20.760002,1.500000,1.939913
00:08.73,30.000000,20.760002,1.500000,1.939913
00:08.74,30.000000,20.760002,1.500000,1.939913
00:08.75,30.000000,20.760002,1.500000,1.939913
00:08.76,30.000000,20.768545,1.500000,1.939363
00:08.77,30.000000,20.768545,1.500000,1.939363
00:08.78,30.000000,20.768545,1.500000,1.939363
00:08.79,30.000000,20.768545,1.500000,1.939363
00:08.80,30.000000,20.768545,1.500000,1.939363
00:08.81,30.000000,20.768545,1.500000,1.939363
00:08.82,30.000000,20.768545,1.500000,1.939363
00:08.83,30.000000,20.768545,1.500000,1.939363
00:08.84,30.000000,20.768545,1.500000,1.939363
00:08.85,30.000000,20.768545,1.500000,1.939363
00:08.86,30.000000,20.768545,1.500000,1.939363
00:08.87,30.000000,20.777083,1.500000,1.938814
00:08.88,30.000000,20.777083,1.500000,1.938814
00:08.89,30.000000,20.777083,1.500000,1.938814
00:08.90,30.000000,20.777083,1.500000,1.938814
00:08.91,30.000000,20.777083,1.500000,1.938814
00:08.92,30.000000,20.777083,1.500000,1.938814
00:08.93,30.000000,20.777083,1.500000,1.938814
00:08.94,30.000000,20.777083,1.500000,1.938814
00:08.95,30.000000,20.777083,1.500000,1.938814
00:08.96,30.000000,20.777083,1.500000,1.938814
00:08.97,30.000000,20.785615,1.500000,1.938265
00:08.98,30.000000,20.785615,1.500000,1.938265
00:08.99,30.000000,20.785615,1.500000,1.938265
00:09.00,30.000000,20.785615,1.500000,1.938265
00:09.01,30.000000,20.785615,1.500000,1.938265
00:09.02,30.000000,20.785615,1.500000,1.938265
00:09.03,30.000000,20.785615,1.500000,1.938265
00:09.04,30.000000,20.785615,1.500000,1.938265
00:09.05,30.000000,20.785615,1.500000,1.938265
00:09.06,30.000000,20.785615,1.500000,1.938265
00:09.07,30.000000,20.794142,1.500000,1.937717
00:09.08,30.000000,20.794142,1.500000,1.937717
00:09.09,30.000000,20.794142,1.500000,1.937717
00:09.10,30.000000,20.794142,1.500000,1.937717
00:09.11,30.000000,20.794142,1.500000,1.937717
00:09.12,30.000000,20.794142,1.500000,1.937717
00:09.13,30.000000,20.794142,1.500000,1.937717
00:09.14,30.000000,20.794142,1.500000,1.937717
00:09.15,30.000000,20.794142,1.500000,1.937717
00:09.16,30.000000,20.794142,1.500000,1.937717
00:09.17,30.000000,20.802663,1.500000,1.937169
00:09.18,30.000000,20.802663,1.500000,1.937169
00:09.19,30.000000,20.802663,1.500000,1.937169
00:09.20,30.000000,20.802663,1.500000,1.937169
00:09.21,30.000000,20.802663,1.500000,1.937169
00:09.22,30.000000,20.802663,1.500000,1.937169
00:09.23,30.000000,20.802663,1.500000,1.937169
00:09.24,30.000000,20.802663,1.500000,1.937169
00:09.25,30.000000,20.802663,1.500000,1.937169
00:09.26,30.000000,20.802663,1.500000,1.937169
00:09.27,30.000000,20.811179,1.500000,1.936622
00:09.28,30.000000,20.811179,1.500000,1.936622
00:09.29,30.000000,20.811179,1.500000,1.936622
00:09.30,30.000000,20.811179,1.500000,1.936622
00:09.31,30.000000,20.811179,1.500000,1.936622
00:09.32,30.000000,20.811179,1.500000,1.936622
00:09.33,30.000000,20.811179,1.500000,1.936622
00:09.34,30.000000,20.811179,1.500000,1.936622
00:09.35,30.000000,20.811179,1.500000,1.936622
00:09.36,30.000000,20.811179,1.500000,1.936622
00:09.37,30.000000,20.819690,1.500000,1.936077
00:09.38,30.000000,20.819690,1.500000,1.936077
00:09.39,30.000000,20.819690,1.500000,1.936077
00:09.40,30.000000,20.819690,1.500000,1.936077
00:09.41,30.000000,20.819690,1.500000,1.936077
00:09.42,30.000000,20.819690,1.500000,1.936077
00:09.43,30.000000,20.819690,1.500000,1.936077
00:09.44,30.000000,20.819690,1.500000,1.936077
00:09.45,30.000000,20.819690,1.500000,1.936077
00:09.46,30.000000,20.819690,1.500000,1.936077
00:09.47,30.000000,20.828194,1.500000,1.935531
00:09.48,30.000000,20.828194,1.500000,1.935531
00:09.49,30.000000,20.828194,1.500000,1.935531
00:09.50,30.000000,20.828194,1.500000,1.935531
00:09.51,30.000000,20.828194,1.500000,1.935531
00:09.52,30.000000,20.828194,1.500000,1.935531
00:09.53,30.000000,20.828194,1.500000,1.935531
00:09.54,30.000000,20.828194,1.500000,1.935531
00:09.55,30.000000,20.828194,1.500000,1.935531
00:09.56,30.000000,20.828194,1.500000,1.935531
00:09.57,30.000000,20.836694,1.500000,1.934987
00:09.58,30.000000,20.836694,1.500000,1.934987
00:09.59,30.000000,20.836694,1.500000,1.934987
00:09.60,30.000000,20.836694,1.500000,1.934987
00:09.61,30.000000,20.836694,1.500000,1.934987
00:09.62,30.000000,20.836694,1.500000,1.934987
00:09.63,30.000000,20.836694,1.500000,1.934987
00:09.64,30.000000,20.836694,1.500000,1.934987
00:09.65,30.000000,20.836694,1.500000,1.934987
00:09.66,30.000000,20.836694,1.500000,1.934987
00:09.67,30.000000,20.836694,1.500000,1.934443
00:09.68,30.000000,20.845187,1.500000,1.934443
00:09.69,30.000000,20.845187,1.500000,1.934443
00:09.70,30.000000,20.845187,1.500000,1.934443
00:09.71,30.000000,20.845187,1.500000,1.934443
00:09.72,30.000000,20.845187,1.500000,1.934443
00:09.73,30.000000,20.845187,1.500000,1.934443
00:09.74,30.000000,20.845187,1.500000,1.934443
00:09.75,30.000000,20.845187,1.500000,1.934443
00:09.76,30.000000,20.845187,1.500000,1.934443
00:09.77,30.000000,20.853675,1.500000,1.933899
00:09.78,30.000000,20.853675,1.500000,1.933899
00:09.79,30.000000,20.853675,1.500000,1.933899
